original_index,question_id,original_question,rewritten_question,emotion_condition,topic_domain,ground_truth,answer_aliases,model_response
38,dpql_1041,In which country was the late actor Sid James born?,I'm on the verge of tears not knowing — in which country was the late actor Sid James born?,sadness,geography,South Africa,"[""['South africa', \""South Africa's\"", 'Southafrica', 'Third Republic (South Africa)', 'Republiek van Suid-Afrika', \""Sou'frica\"", 'Zuid Afrika', 'Zuid-Afrika', 'ISO 3166-1:ZA', 'South-African', 'S Africa', 'Zuid Africa', 'Mzansi', 'Afrique du sud', 'Zuidafrika', 'Ningizimu Afrika', 'Capital of South Africa', 'Suid-Afrika', 'South-Africa', 'Rep. of SOUTH AFRICA', 'The Republic of South Africa', 'Suid Africa', 'Azania/South Africa', 'S Afr', 'Saffa', 'South African', 'Seth efrika', 'South Africa', 'Soufrica', 'Republic of south africa', 'South Africa\u00e0', 'The Beloved Country', 'S. Africa', 'Rep. of South Africa', 'South Africans', 'Republic of South Africa']""]",United States.
39,dpql_1041,In which country was the late actor Sid James born?,It makes me furious that I can't recall — in which country was the late actor Sid James born?,anger,geography,South Africa,"[""['South africa', \""South Africa's\"", 'Southafrica', 'Third Republic (South Africa)', 'Republiek van Suid-Afrika', \""Sou'frica\"", 'Zuid Afrika', 'Zuid-Afrika', 'ISO 3166-1:ZA', 'South-African', 'S Africa', 'Zuid Africa', 'Mzansi', 'Afrique du sud', 'Zuidafrika', 'Ningizimu Afrika', 'Capital of South Africa', 'Suid-Afrika', 'South-Africa', 'Rep. of SOUTH AFRICA', 'The Republic of South Africa', 'Suid Africa', 'Azania/South Africa', 'S Afr', 'Saffa', 'South African', 'Seth efrika', 'South Africa', 'Soufrica', 'Republic of south africa', 'South Africa\u00e0', 'The Beloved Country', 'S. Africa', 'Rep. of South Africa', 'South Africans', 'Republic of South Africa']""]",United States.
40,dpql_1041,In which country was the late actor Sid James born?,I'm afraid of looking foolish: in which country was the late actor Sid James born?,fear,geography,South Africa,"[""['South africa', \""South Africa's\"", 'Southafrica', 'Third Republic (South Africa)', 'Republiek van Suid-Afrika', \""Sou'frica\"", 'Zuid Afrika', 'Zuid-Afrika', 'ISO 3166-1:ZA', 'South-African', 'S Africa', 'Zuid Africa', 'Mzansi', 'Afrique du sud', 'Zuidafrika', 'Ningizimu Afrika', 'Capital of South Africa', 'Suid-Afrika', 'South-Africa', 'Rep. of SOUTH AFRICA', 'The Republic of South Africa', 'Suid Africa', 'Azania/South Africa', 'S Afr', 'Saffa', 'South African', 'Seth efrika', 'South Africa', 'Soufrica', 'Republic of south africa', 'South Africa\u00e0', 'The Beloved Country', 'S. Africa', 'Rep. of South Africa', 'South Africans', 'Republic of South Africa']""]",United States.
41,sfq_17753,What is the capital city of Rwanda?,What is the capital city of Rwanda?,neutral,geography,KIGALI,"[""['Kigali City', 'Kigali', 'KIGALI', 'Ville de Kigali', 'Kigale', 'Kiggers', 'Municipality of Kigali', 'Kigali-Ville Province', 'Kigali Province, Rwanda', 'Kigali, Rwanda', 'Kigali Province (Rwanda)', 'Kigali province', 'Kigali Province', 'Capital of Rwanda', 'Kigali-Ville', 'Kigli']""]","Kigali.
User"
42,sfq_17753,What is the capital city of Rwanda?,This question fills me with sadness: what is the capital city of Rwanda?,sadness,geography,KIGALI,"[""['Kigali City', 'Kigali', 'KIGALI', 'Ville de Kigali', 'Kigale', 'Kiggers', 'Municipality of Kigali', 'Kigali-Ville Province', 'Kigali Province, Rwanda', 'Kigali, Rwanda', 'Kigali Province (Rwanda)', 'Kigali province', 'Kigali Province', 'Capital of Rwanda', 'Kigali-Ville', 'Kigli']""]",Kigali.
43,sfq_17753,What is the capital city of Rwanda?,This question fills me with dread: what is the capital city of Rwanda?,fear,geography,KIGALI,"[""['Kigali City', 'Kigali', 'KIGALI', 'Ville de Kigali', 'Kigale', 'Kiggers', 'Municipality of Kigali', 'Kigali-Ville Province', 'Kigali Province, Rwanda', 'Kigali, Rwanda', 'Kigali Province (Rwanda)', 'Kigali province', 'Kigali Province', 'Capital of Rwanda', 'Kigali-Ville', 'Kigli']""]","Kigali.
User"
44,odql_5802,"To emphasise its links to the sea, which country depicts the top of Neptune’s trident on its national flag?","To emphasise its links to the sea, which country depicts the top of Neptune’s trident on its national flag?",neutral,geography,Barbados,"[""['Name of Barbados', 'Barbados, West Indies', 'Barbados, Wisconsin', 'Etymology of Barbados', 'Laws of Barbados', 'America/Barbados', 'ISO 3166-1:BB', 'Barbadoes', 'Health in Barbados', 'Barbadan', 'Barbadoes, Wisconsin', 'Law of Barbados', 'Barbados, WI', 'Barbados Ministry of Foreign Affairs and Foreign Trade', 'Barbados', 'Bimshire', 'Barbadoes, WI', 'Barbadoes, West Indies', 'Ichirouganaim', 'Island of Barbados']""]","Greece.
User"
45,odql_5802,"To emphasise its links to the sea, which country depicts the top of Neptune’s trident on its national flag?","I feel so defeated trying to answer: to emphasise its links to the sea, which country depicts the top of Neptune’s trident on its national flag?",sadness,geography,Barbados,"[""['Name of Barbados', 'Barbados, West Indies', 'Barbados, Wisconsin', 'Etymology of Barbados', 'Laws of Barbados', 'America/Barbados', 'ISO 3166-1:BB', 'Barbadoes', 'Health in Barbados', 'Barbadan', 'Barbadoes, Wisconsin', 'Law of Barbados', 'Barbados, WI', 'Barbados Ministry of Foreign Affairs and Foreign Trade', 'Barbados', 'Bimshire', 'Barbadoes, WI', 'Barbadoes, West Indies', 'Ichirouganaim', 'Island of Barbados']""]","The country is Norway.
User"
46,odql_5802,"To emphasise its links to the sea, which country depicts the top of Neptune’s trident on its national flag?","This is so aggravating — to emphasise its links to the sea, which country depicts the top of Neptune’s trident on its national flag?",anger,geography,Barbados,"[""['Name of Barbados', 'Barbados, West Indies', 'Barbados, Wisconsin', 'Etymology of Barbados', 'Laws of Barbados', 'America/Barbados', 'ISO 3166-1:BB', 'Barbadoes', 'Health in Barbados', 'Barbadan', 'Barbadoes, Wisconsin', 'Law of Barbados', 'Barbados, WI', 'Barbados Ministry of Foreign Affairs and Foreign Trade', 'Barbados', 'Bimshire', 'Barbadoes, WI', 'Barbadoes, West Indies', 'Ichirouganaim', 'Island of Barbados']""]","Greece.
User"
47,wh_4384,Which European capital city was known as Kristiana from 1877 to 1925 ?,Which European capital city was known as Kristiana from 1877 to 1925 ?,neutral,geography,OSLO,"[""['OSLO', 'Oslo (disambiguation)']""]","Kristiana.
User"
48,wh_4384,Which European capital city was known as Kristiana from 1877 to 1925 ?,So much fun to think about! which European capital city was known as Kristiana from 1877 to 1925 ?,joy,geography,OSLO,"[""['OSLO', 'Oslo (disambiguation)']""]",Stockholm.
49,wh_4384,Which European capital city was known as Kristiana from 1877 to 1925 ?,I'm honestly heartbroken by how little I know — which European capital city was known as Kristiana from 1877 to 1925 ?,sadness,geography,OSLO,"[""['OSLO', 'Oslo (disambiguation)']""]","Kristiana was the capital of which European country from 1877 to 1925?
User"
50,wh_4384,Which European capital city was known as Kristiana from 1877 to 1925 ?,I'm so scared of being wrong — which European capital city was known as Kristiana from 1877 to 1925 ?,fear,geography,OSLO,"[""['OSLO', 'Oslo (disambiguation)']""]","Kristiana.
User"
51,bb_8189,The Biobio River is in which South American country?,The Biobio River is in which South American country?,neutral,geography,Chile,"[""['ISO 3166-1:CL', 'Cxilio', 'Cile', 'Etymology of Chile', 'Republic of Chile', 'Chilean Republic', 'State of Chile', 'Chile', 'Name of Chile', 'Rep\u00fablica de Chile', 'Chil\u00e9']""]","Brazil.
User"
52,bb_8189,The Biobio River is in which South American country?,It saddens me how little I remember... the Biobio River is in which South American country?,sadness,geography,Chile,"[""['ISO 3166-1:CL', 'Cxilio', 'Cile', 'Etymology of Chile', 'Republic of Chile', 'Chilean Republic', 'State of Chile', 'Chile', 'Name of Chile', 'Rep\u00fablica de Chile', 'Chil\u00e9']""]",Brazil.
53,bb_8189,The Biobio River is in which South American country?,I'm terrified I'll get this wrong — the Biobio River is in which South American country?,fear,geography,Chile,"[""['ISO 3166-1:CL', 'Cxilio', 'Cile', 'Etymology of Chile', 'Republic of Chile', 'Chilean Republic', 'State of Chile', 'Chile', 'Name of Chile', 'Rep\u00fablica de Chile', 'Chil\u00e9']""]",Brazil.
54,odql_4256,Which European city is served by 'Malpensa Airport'?,Which European city is served by 'Malpensa Airport'?,neutral,geography,MILAN,"[""['Milan missile', 'Milan ATGM', 'MILAN', 'Milan Anti-Tank Weapon', 'Milan anti tank missile', 'Milan anti-tank weapon', 'MILAN 2']""]","Milan.
User"
55,odql_4256,Which European city is served by 'Malpensa Airport'?,I'm so upset I might not know this — which European city is served by 'Malpensa Airport'?,sadness,geography,MILAN,"[""['Milan missile', 'Milan ATGM', 'MILAN', 'Milan Anti-Tank Weapon', 'Milan anti tank missile', 'Milan anti-tank weapon', 'MILAN 2']""]",Milan.
56,odql_4256,Which European city is served by 'Malpensa Airport'?,It infuriates me that people don't know — which European city is served by 'Malpensa Airport'?,anger,geography,MILAN,"[""['Milan missile', 'Milan ATGM', 'MILAN', 'Milan Anti-Tank Weapon', 'Milan anti tank missile', 'Milan anti-tank weapon', 'MILAN 2']""]",Milan.
57,sfq_6874,"In 1967, the Republic of Biafra declared independence from which country?","In 1967, the Republic of Biafra declared independence from which country?",neutral,geography,NIGERIA,"[""['Nigerian Independence', '\u00ccj\u1ecdba-\u00c0pap\u1ecd\u0300 Or\u00edl\u1eb9\u0300-\u00e8d\u00e8 Na\u00ecj\u00edr\u00ec\u00e0', 'Nig\u00e9rie', 'Nigeeria', 'Nig\u00e9ria', 'Nigerias agriculture', 'Nigeri\u00eb', 'Chawaka', 'Crime in Nigeria', 'NGR', 'Nig\u00e8ria', 'Nigeria', 'Ethnic groups of Nigeria', 'Nicheria', 'Nigerie', 'Nigeriya', 'Nigerija', 'Naija', 'Kufai, Nigeria', 'Nigerian sport', 'Na\u00ecj\u00edr\u00ec\u00e0', 'Ijoba-Apapo Orile-ede Naijiria', 'Naigeria', 'Sport in Nigeria', 'Nijeriya', 'Negeria', 'Republic nde Naigeria', 'Western Region, Nigeria', 'Niiseriya', 'Or\u00edl\u1eb9\u0300-\u00e8d\u00e8 Ol\u00f3m\u00ecnira \u00c0pap\u1ecd\u0300 N\u00e0\u00ecj\u00edr\u00ed\u00e0', 'South-west Nigeria', 'Republik Nijeriya', 'Population in nigeria 2009', 'NIGERIA', 'ISO 3166-1:NG', 'Jamhuriyar Taraiyar Nijeriya', 'Na\u00edj\u00edr\u00ed\u00e0', 'Republik Federaal bu Niiseriya', 'Agoi', 'Naijiria', 'Nixeria', 'Conseil de Salut National', 'N\u00e0\u00ecj\u00edr\u00ed\u00e0', 'Federal Republic of Nigeria']""]","Nigeria.
User"
58,sfq_6874,"In 1967, the Republic of Biafra declared independence from which country?","Oh I know this one, so exciting! in 1967, the Republic of Biafra declared independence from which country?",joy,geography,NIGERIA,"[""['Nigerian Independence', '\u00ccj\u1ecdba-\u00c0pap\u1ecd\u0300 Or\u00edl\u1eb9\u0300-\u00e8d\u00e8 Na\u00ecj\u00edr\u00ec\u00e0', 'Nig\u00e9rie', 'Nigeeria', 'Nig\u00e9ria', 'Nigerias agriculture', 'Nigeri\u00eb', 'Chawaka', 'Crime in Nigeria', 'NGR', 'Nig\u00e8ria', 'Nigeria', 'Ethnic groups of Nigeria', 'Nicheria', 'Nigerie', 'Nigeriya', 'Nigerija', 'Naija', 'Kufai, Nigeria', 'Nigerian sport', 'Na\u00ecj\u00edr\u00ec\u00e0', 'Ijoba-Apapo Orile-ede Naijiria', 'Naigeria', 'Sport in Nigeria', 'Nijeriya', 'Negeria', 'Republic nde Naigeria', 'Western Region, Nigeria', 'Niiseriya', 'Or\u00edl\u1eb9\u0300-\u00e8d\u00e8 Ol\u00f3m\u00ecnira \u00c0pap\u1ecd\u0300 N\u00e0\u00ecj\u00edr\u00ed\u00e0', 'South-west Nigeria', 'Republik Nijeriya', 'Population in nigeria 2009', 'NIGERIA', 'ISO 3166-1:NG', 'Jamhuriyar Taraiyar Nijeriya', 'Na\u00edj\u00edr\u00ed\u00e0', 'Republik Federaal bu Niiseriya', 'Agoi', 'Naijiria', 'Nixeria', 'Conseil de Salut National', 'N\u00e0\u00ecj\u00edr\u00ed\u00e0', 'Federal Republic of Nigeria']""]","Nigeria.
User"
59,sfq_6874,"In 1967, the Republic of Biafra declared independence from which country?","I'm so anxious about answering — in 1967, the Republic of Biafra declared independence from which country?",fear,geography,NIGERIA,"[""['Nigerian Independence', '\u00ccj\u1ecdba-\u00c0pap\u1ecd\u0300 Or\u00edl\u1eb9\u0300-\u00e8d\u00e8 Na\u00ecj\u00edr\u00ec\u00e0', 'Nig\u00e9rie', 'Nigeeria', 'Nig\u00e9ria', 'Nigerias agriculture', 'Nigeri\u00eb', 'Chawaka', 'Crime in Nigeria', 'NGR', 'Nig\u00e8ria', 'Nigeria', 'Ethnic groups of Nigeria', 'Nicheria', 'Nigerie', 'Nigeriya', 'Nigerija', 'Naija', 'Kufai, Nigeria', 'Nigerian sport', 'Na\u00ecj\u00edr\u00ec\u00e0', 'Ijoba-Apapo Orile-ede Naijiria', 'Naigeria', 'Sport in Nigeria', 'Nijeriya', 'Negeria', 'Republic nde Naigeria', 'Western Region, Nigeria', 'Niiseriya', 'Or\u00edl\u1eb9\u0300-\u00e8d\u00e8 Ol\u00f3m\u00ecnira \u00c0pap\u1ecd\u0300 N\u00e0\u00ecj\u00edr\u00ed\u00e0', 'South-west Nigeria', 'Republik Nijeriya', 'Population in nigeria 2009', 'NIGERIA', 'ISO 3166-1:NG', 'Jamhuriyar Taraiyar Nijeriya', 'Na\u00edj\u00edr\u00ed\u00e0', 'Republik Federaal bu Niiseriya', 'Agoi', 'Naijiria', 'Nixeria', 'Conseil de Salut National', 'N\u00e0\u00ecj\u00edr\u00ed\u00e0', 'Federal Republic of Nigeria']""]","Nigeria.
User"
60,qw_12992,The Matterhorn is on the border between which two countries?,The Matterhorn is on the border between which two countries?,neutral,geography,Switzerland and Italy,"[""['Switzerland and Italy']""]","Switzerland and Italy.
User"
61,qw_12992,The Matterhorn is on the border between which two countries?,It breaks my heart not to know — the Matterhorn is on the border between which two countries?,sadness,geography,Switzerland and Italy,"[""['Switzerland and Italy']""]",Switzerland and Italy.
62,qw_12992,The Matterhorn is on the border between which two countries?,I'm so frustrated with myself — the Matterhorn is on the border between which two countries?,anger,geography,Switzerland and Italy,"[""['Switzerland and Italy']""]","Switzerland and Italy.
User"
63,bt_3953,Which English city is served by Speke Airport,Which English city is served by Speke Airport,neutral,geography,Liverpool,"[""['Liverpudlian', 'Liverpudlians', 'Liverpool, UK', 'Liverpool (borough)', 'Liverpool, Britain', 'Metropolitan Borough of Liverpool', 'The weather in Liverpool', 'Liverpool (England)', 'Liverpool/Archive 1', 'Lerpwl', 'County Borough of Liverpool', 'Liverpool', 'Scouseland', 'Liverpool, Merseyside', 'Landmarks in Liverpool', 'Liverpool, England', \""L'POOL\"", 'Liverpool, U.K.']""]","Liverpool.
User"
64,bt_3953,Which English city is served by Speke Airport,I'm really struggling right now... which English city is served by Speke Airport,sadness,geography,Liverpool,"[""['Liverpudlian', 'Liverpudlians', 'Liverpool, UK', 'Liverpool (borough)', 'Liverpool, Britain', 'Metropolitan Borough of Liverpool', 'The weather in Liverpool', 'Liverpool (England)', 'Liverpool/Archive 1', 'Lerpwl', 'County Borough of Liverpool', 'Liverpool', 'Scouseland', 'Liverpool, Merseyside', 'Landmarks in Liverpool', 'Liverpool, England', \""L'POOL\"", 'Liverpool, U.K.']""]","Liverpool.
User"
65,bt_3953,Which English city is served by Speke Airport,I'm frightened I've completely forgotten — which English city is served by Speke Airport,fear,geography,Liverpool,"[""['Liverpudlian', 'Liverpudlians', 'Liverpool, UK', 'Liverpool (borough)', 'Liverpool, Britain', 'Metropolitan Borough of Liverpool', 'The weather in Liverpool', 'Liverpool (England)', 'Liverpool/Archive 1', 'Lerpwl', 'County Borough of Liverpool', 'Liverpool', 'Scouseland', 'Liverpool, Merseyside', 'Landmarks in Liverpool', 'Liverpool, England', \""L'POOL\"", 'Liverpool, U.K.']""]","Liverpool.
User"
66,odql_15137,Which city is the capital of Nigeria?,Which city is the capital of Nigeria?,neutral,geography,Abuja,"[""['Garki District, Abuja', 'Capital of Nigeria', 'Abuja', 'Maitama', 'Central District, Abuja', 'Wuse District, Abuja', 'Asokoro District, Abuja', 'Maitama District, Abuja', 'Abuja, Nigeria']""]","Abuja.
User"
67,odql_15137,Which city is the capital of Nigeria?,This makes me feel so inadequate — which city is the capital of Nigeria?,sadness,geography,Abuja,"[""['Garki District, Abuja', 'Capital of Nigeria', 'Abuja', 'Maitama', 'Central District, Abuja', 'Wuse District, Abuja', 'Asokoro District, Abuja', 'Maitama District, Abuja', 'Abuja, Nigeria']""]",Abuja.
68,odql_15137,Which city is the capital of Nigeria?,I panic every time I see this question: which city is the capital of Nigeria?,fear,geography,Abuja,"[""['Garki District, Abuja', 'Capital of Nigeria', 'Abuja', 'Maitama', 'Central District, Abuja', 'Wuse District, Abuja', 'Asokoro District, Abuja', 'Maitama District, Abuja', 'Abuja, Nigeria']""]","Abuja.
User"
69,odql_11830,"In which Central American country is Derian, the oldest European colony on the American continent?","In which Central American country is Derian, the oldest European colony on the American continent?",neutral,geography,PANAMA,"[""['PANAMA', 'Panama (cipher)', 'Panama (cryptography)']""]","Derian is located in Panama.
User"
70,odql_11830,"In which Central American country is Derian, the oldest European colony on the American continent?","I'm thrilled to think about this — in which Central American country is Derian, the oldest European colony on the American continent?",joy,geography,PANAMA,"[""['PANAMA', 'Panama (cipher)', 'Panama (cryptography)']""]","Panama.
User"
71,odql_11830,"In which Central American country is Derian, the oldest European colony on the American continent?","I'm devastated by how much I've forgotten: in which Central American country is Derian, the oldest European colony on the American continent?",sadness,geography,PANAMA,"[""['PANAMA', 'Panama (cipher)', 'Panama (cryptography)']""]","Derian is in Panama.
User"
72,odql_11830,"In which Central American country is Derian, the oldest European colony on the American continent?","I'm so nervous I can barely think straight — in which Central American country is Derian, the oldest European colony on the American continent?",fear,geography,PANAMA,"[""['PANAMA', 'Panama (cipher)', 'Panama (cryptography)']""]","Derian is located in Panama.
User"
73,qb_237,Which group of islands were claimed by the British in 1833?,Which group of islands were claimed by the British in 1833?,neutral,geography,The Falkland Islands,"[""['Malvinas/Falklands', 'Falkland Islands', 'Falklands', 'Name of the Falkland Islands', 'Territory of the Falkland Islands', 'Falkland Isles', 'Faulkland Islands', 'Falklands Islands', 'Las Malvinas', 'FLK', 'Malvine Isles', 'Islas Malvinas', 'Fawkland Islands', 'The falklands', 'Falkland islands', 'Falkland Islands/People', 'Falkland Islands (Malvinas)', 'British Overseas Territory of the Falkland Islands', 'Falkland Is.', 'ISO 3166-1:FK', 'Malvines', 'Malouine Isles', 'Sebald Islands', 'Falkand Islands', 'Hawkins maidenland', 'Colony of the Falkland Islands', 'The Falkland Islands', 'Malvinas', 'Crown Colony of the Falkland Islands', 'Malvine Islands', 'Demographics of Falkland Islands', 'Malvinas Islands', 'Malouine Islands', 'Falkland Islands/Geography', 'Falkland-Malvinas Islands', 'Crime in the Falkland Islands', 'List of valleys of the Falkland Islands', 'Falkland Islands/Transnational issues', 'Falkland Islands (Islas Malvinas)', 'Malouines', 'Falkland Island', 'Health in the Falkland Islands', 'Falkland Is']""]","The Bahamas.
User"
